Record ID,Case ID,Landlord Name,Landlord Type,Decision Date,Category,Complaint Description,Finding Outcome,Source Decision ID
2932,202450900,Platform Housing Group Limited,Housing Association,25 November 2025,Complaint Handling,The landlord ’s handling of the resident’s managed move request,No Maladministration,1279
2933,202450900,Platform Housing Group Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1279
2934,202415144,Saffron Housing Trust Limited,Housing Association,25 November 2025,Rent & Service Charges,"T he resident’s reports of a small bedroom, request for rent reimbursement , and request for relocation of the boiler .",No Maladministration,1280
2935,202415144,Saffron Housing Trust Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1280
2936,202418488,Sanctuary Housing Association,Housing Association,25 November 2025,Damp & Mould,The landlord’s handling of reports of rising damp.,Maladministration,1281
2937,202418488,Sanctuary Housing Association,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1281
2938,202428785,Sanctuary Housing Association,Housing Association,25 November 2025,Complaint Handling,The landlord’s response to the resident’s reports of flooding in the property and the subsequent damage caused.,Service Failure,1282
2939,202428785,Sanctuary Housing Association,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1282
2940,202504313,Sanctuary Housing Association,Housing Association,25 November 2025,Leaks & Water Ingress,Leak,Maladministration,1283
2941,202504313,Sanctuary Housing Association,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1283
2942,202331162,Southern Housing,Housing Association,25 November 2025,Repairs & Maintenance,The landlord’s r esponse to the resident’s reports of a cracked kitchen window,Maladministration,1284
2943,202331162,Southern Housing,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1284
2944,202452283,Sovereign Network Group,Housing Association,25 November 2025,Anti-Social Behaviour (ASB),The landlord’s handling of the resident’s reports of antisocial behaviour (ASB).,Reasonable Redress,1285
2945,202452283,Sovereign Network Group,Housing Association,25 November 2025,Other,,Reasonable Redress,1285
2946,202423293,Stonewater Limited,Housing Association,25 November 2025,Anti-Social Behaviour (ASB),Reports of ASB,Service Failure,1286
2947,202423293,Stonewater Limited,Housing Association,25 November 2025,Other,Request for a management move,No Maladministration,1286
2948,202423293,Stonewater Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1286
2949,202340331,The Riverside Group Limited,Housing Association,25 November 2025,Damp & Mould,The landlord’s handling of reports of damp and mould,Severe Maladministration,1287
2950,202340331,The Riverside Group Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1287
2951,202341651,Torus62 Limited,Housing Association,25 November 2025,Complaint Handling,The landlord’s response to reports of a smell in the bathroom,Service Failure,1288
2952,202341651,Torus62 Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1288
2953,202207230,Watford Community Housing Trust,Housing Association,25 November 2025,Complaint Handling,The landlord’s response to the resident’s concerns regarding her service charges,Maladministration,1289
2954,202207230,Watford Community Housing Trust,Housing Association,25 November 2025,Complaint Handling,How the landlord handled the complaint.,Severe Maladministration,1289
2955,202338269,West Kent Housing Association,Housing Association,24 November 2025,Anti-Social Behaviour (ASB),The landlord’s handling of reported noise nuisances.,No Maladministration,1290
2956,202338269,West Kent Housing Association,Housing Association,24 November 2025,Complaint Handling,The landlord’s handling of a request for it to conduct vetting for an incoming tenant.,Reasonable Redress,1290
2957,202338269,West Kent Housing Association,Housing Association,24 November 2025,Complaint Handling,The landlord’s handling of the complaint .,No Maladministration,1290
2958,202407292,Worthing Homes Limited,Housing Association,25 November 2025,Anti-Social Behaviour (ASB),The landlord’s handling of the resident’s reports of ASB and her request s for CCTV.,Maladministration,1291
2959,202407292,Worthing Homes Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1291
2960,202332134,Amplius Living,Housing Association,24 November 2025,Complaint Handling,The landlord’s response to the resident’s repairs,Maladministration,1292
2961,202332134,Amplius Living,Housing Association,24 November 2025,Other,,Reasonable Redress,1292
2962,202437364,Barnsley Metropolitan Borough Council,Local Authority / ALMO or TMO,24 November 2025,Other,T he landlord’s decision about the resident’s request to install a fence,No Maladministration,1293
2963,202437364,Barnsley Metropolitan Borough Council,Local Authority / ALMO or TMO,24 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1293
2964,202432689,Clarion Housing Association Limited,Housing Association,24 November 2025,Damp & Mould,Handling of damp and mould,Maladministration,1295
2965,202432689,Clarion Housing Association Limited,Housing Association,24 November 2025,Complaint Handling,Handling of the resident’s housing arrangements,Maladministration,1295
2966,202432689,Clarion Housing Association Limited,Housing Association,24 November 2025,Complaint Handling,Handling of the complaint,Service Failure,1295
2967,202329800,East Midlands Housing Group Limited,Housing Association,24 November 2025,Complaint Handling,The landlord’s response to the damaged floor tiles.,Service Failure,1296
2968,202329800,East Midlands Housing Group Limited,Housing Association,24 November 2025,Complaint Handling,The response to the complaint,No Maladministration,1296
2969,202430696,Estuary Housing Association Limited,Housing Association,24 November 2025,Anti-Social Behaviour (ASB),Landlord’s handling of ASB reports,No Maladministration,1297
2970,202430696,Estuary Housing Association Limited,Housing Association,24 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1297
2971,202504098,GreenSquareAccord Limited,Housing Association,24 November 2025,Damp & Mould,The landlord’s respon se to the resident’s reports of damp and mould at the property.,Maladministration,1298
2972,202504098,GreenSquareAccord Limited,Housing Association,24 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1298
2973,202428899,Home Group Limited,Housing Association,24 November 2025,Damp & Mould,The repair to a leak and subsequent damp and mould,Maladministration,1299
2974,202428899,Home Group Limited,Housing Association,24 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1299
2975,202338305,London & Quadrant Housing Trust,Housing Association,24 November 2025,Repairs & Maintenance,Handling of roof repairs,Severe Maladministration,1300
2976,202338305,London & Quadrant Housing Trust,Housing Association,24 November 2025,Damp & Mould,The handling of the damp and mould,Service Failure,1300
2977,202338305,London & Quadrant Housing Trust,Housing Association,24 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1300
2978,202507040,London & Quadrant Housing Trust,Housing Association,24 November 2025,Anti-Social Behaviour (ASB),Reports of ASB,Service Failure,1301
2979,202507040,London & Quadrant Housing Trust,Housing Association,24 November 2025,Complaint Handling,Complaint handling,Reasonable Redress,1301
2980,202405151,London Borough of Croydon,Local Authority / ALMO or TMO,24 November 2025,Repairs & Maintenance,The landlord’s response to the resident’s reports of a faulty heating system,Maladministration,1302
2981,202405151,London Borough of Croydon,Local Authority / ALMO or TMO,24 November 2025,Complaint Handling,Complaint handling,Maladministration,1302
2982,202500618,London Borough of Lambeth,Local Authority / ALMO or TMO,24 November 2025,Other,Asbestos,Maladministration,1303
2983,202500618,London Borough of Lambeth,Local Authority / ALMO or TMO,24 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1303
2984,202415425,North Tyneside Council,Local Authority / ALMO or TMO,24 November 2025,Pest Control,The landlord’s handling of the resident’s reports of a rat infestation,Maladministration,1304
2985,202415425,North Tyneside Council,Local Authority / ALMO or TMO,24 November 2025,Damp & Mould,"to stage 3 . This also added to h er time and effort in trying to resolve the issues. On 6 June 2024, the resident provided the landlord with a hospital letter which outlined her health difficulties and request ed urgent action on addressing the rat infestation due to its impact on her existing chronic respiratory illness. On 1 7 June 2024, the resident submitted a further letter from her social prescriber which stated the infestation was having a detrimental impact on her health. While we are not medical specialists and cannot determine impact on health, we can consider the distress and inconvenience caused by any failings in the landlord’s response . The se letters should have prompted the landlord to complete a risk assessment and determine whether a temporary move was necessary while investigations continued. However, it apparently did not do this, which was inappropriate given the resident’s circumstances and concerns . T he drain survey was completed on 25 June 2024 – 2 months after pest control first requested it and 37 working days after the repair was raised , exceeding the 30- working – day timescale assigned. This length of time was unreasonable, as pests are potential hazards under the Housing Health and Safety Rating System (HHSRS) and should be treated with urgency due to the potential health impact. Instead, investigations were delayed , leaving the resident with an unresolved rat infestation . This contributed to her distress and inconvenience. The drain survey on 25 June 2024 found no system defects but did identify rat droppings. The contractor recommended smoke testing of the internal stack pipes , which was completed on 16 July 2024, within the 30- working – day timescale assigned . This showed a defect beneath the bathroom floor, creating a potential rat entry point . The contractor advised that remediation would require lifting the floor and installing new pipework. There is no evidence that follow-on works were raised or that the resident was informed of the smoke testing findings , indicating record keeping issues. The resident requested compensation for her belongings which she said were damaged due to rat urine. In its stage 2 response, the landlord referred her to its liability insurance information and advised that she could pursue a claim if she believed it was liable. This was an appropriate response , as l andlords may rely on insurance for such claims and are not obliged to provide compensation for damages outside that process. The landlord has confirmed that the resident did not submit a claim. The landlord did not identify any failings in its complaint investigation, and as a result, did not offer any compensation as part of its complaint responses. We consider a payment of £ 600 to be appropriate. This has been calculated in accordance with our remedies guidance, which recommends awards of this level where there have been failures which had a significant impact on the resident and the redress needed to put things right is substantial. After the complaints process ended on 16 July 2024 , the resident contacted the landlord explaining that s he felt it was “downplaying” her complaint. Sh e said that she was still experiencing issues with rats, damp, and mould. The resident advised that following the contractor’s visit that day, it had become clear that rats were entering the property via the sewage system. The landlord apparently did not reply, leaving the resident with unresolved issues . The landlord said that follow-on works recommended by its contractor were not completed while the resident was in situ, as she had secured alternative accommodation. During contact with us in November 2025, the resident explained she felt she had no choice but to leave the property and had moved out in September 2024. C omplaint The landlord’s handling of the resident’s reports of damp and mould",Maladministration,1304
